state,state_code,indicator,nfhs5_urban,nfhs5_rural,nfhs5_total,nfhs4_total
Tamil Nadu,TN,34. Condom (%),2.6,1.2,1.8,0.8
Tamil Nadu,TN,35. Injectables (%),0.1,0.3,0.2,0.1
Tamil Nadu,TN,36. Total unmet need7 (%),8.1,6.9,7.5,10.1
Tamil Nadu,TN,37. Unmet need for spacing7 (%),3.3,2.8,3.0,4.8
Tamil Nadu,TN,38. Health worker ever talked to female non-users about family planning (%),27.4,29.5,28.5,30.2
Tamil Nadu,TN,39. Current users ever told about side effects of current method8 (%),83.0,82.3,82.6,76.6
Tamil Nadu,TN,40. Mothers who had an antenatal check-up in the first trimester (%),76.7,78.0,77.4,64.0
Tamil Nadu,TN,41. Mothers who had at least 4 antenatal care visits (%),88.8,90.8,89.9,81.1
Tamil Nadu,TN,42. Mothers whose last birth was protected against neonatal tetanus9 (%),89.5,89.9,89.7,71.0
Tamil Nadu,TN,43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),84.2,81.0,82.5,64.0
Tamil Nadu,TN,44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),66.4,60.3,63.1,40.1
Tamil Nadu,TN,45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.1,99.4,98.8,96.0
Tamil Nadu,TN,46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.5,93.7,93.2,74.0
Tamil Nadu,TN,47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),3647.0,3097.0,3316.0,2609.0
Tamil Nadu,TN,48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,,11.3
Tamil Nadu,TN,49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.1,94.8,94.9,
Tamil Nadu,TN,50. Institutional births (%),99.8,99.4,99.6,98.9
Tamil Nadu,TN,51. Institutional births in public facility (%),58.0,74.0,66.9,66.7
Tamil Nadu,TN,52. Home births that were conducted by skilled health personnel10 (%),0.2,0.3,0.2,0.6
Tamil Nadu,TN,53. Births attended by skilled health personnel10 (%),100.0,99.7,99.8,99.2
Tamil Nadu,TN,54. Births delivered by caesarean section (%),47.5,42.9,44.9,34.1
Tamil Nadu,TN,55. Births in a private health facility that were delivered by caesarean section (%),61.5,66.7,63.8,51.3
Tamil Nadu,TN,56. Births in a public health facility that were delivered by caesarean section (%),37.5,35.1,36.0,26.3
Tamil Nadu,TN,57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),86.4,91.7,89.2,69.7
Tamil Nadu,TN,58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),89.4,91.3,90.4,76.1
Tamil Nadu,TN,59. Children age 12-23 months who have received BCG (%),96.9,98.2,97.6,94.9
Tamil Nadu,TN,60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),89.9,92.9,91.5,82.3
Tamil Nadu,TN,61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.0,96.3,94.8,84.5
Tamil Nadu,TN,62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.7,96.8,95.8,85.1
Tamil Nadu,TN,63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),40.9,48.0,44.7,
Tamil Nadu,TN,64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),65.8,67.0,66.4,
Tamil Nadu,TN,65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.4,94.1,92.3,68.2
Tamil Nadu,TN,66. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),68.3,68.0,68.2,73.0
Tamil Nadu,TN,67. Children age 12-23 months who received most of their vaccinations in a public health facility (%),83.1,95.6,89.8,86.1
Tamil Nadu,TN,68. Children age 12-23 months who received most of their vaccinations in a private health facility (%),16.9,4.2,10.1,14.0
Tamil Nadu,TN,69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.6,3.8,3.7,8.0
Tamil Nadu,TN,70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),51.0,55.9,53.8,61.8
Tamil Nadu,TN,71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),26.9,30.4,28.9,41.3
Tamil Nadu,TN,72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),62.0,58.9,60.2,73.2
Tamil Nadu,TN,73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,0.9,1.1,2.8
Tamil Nadu,TN,74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.0,67.0,67.4,82.2
Tamil Nadu,TN,75. Children under age 3 years breastfed within one hour of birth15 (%),60.0,60.4,60.2,54.7
Tamil Nadu,TN,76. Children under age 6 months exclusively breastfed16 (%),45.5,61.9,55.1,48.3
Tamil Nadu,TN,77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),70.2,64.0,66.5,67.5
Tamil Nadu,TN,"78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",14.9,11.2,12.8,21.4
Tamil Nadu,TN,"79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",23.5,24.6,24.1,47.1
Tamil Nadu,TN,"80. Total children age 6-23 months receiving an adequate diet16, 17  (%)",17.9,15.0,16.3,30.7
Tamil Nadu,TN,81. Children under 5 years who are stunted (height-for-age)18 (%),22.2,27.2,25.0,27.1
Tamil Nadu,TN,82. Children under 5 years who are wasted (weight-for-height)18 (%),13.9,15.2,14.6,19.7
Tamil Nadu,TN,83. Children under 5 years who are severely wasted (weight-for-height)19 (%),5.3,5.6,5.5,7.9
Tamil Nadu,TN,84. Children under 5 years who are underweight (weight-for-age)18 (%),20.0,23.5,22.0,23.8
Tamil Nadu,TN,85. Children under 5 years who are overweight (weight-for-height)20 (%),5.1,3.7,4.3,5.0
Tamil Nadu,TN,86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),9.7,15.2,12.6,14.6
Tamil Nadu,TN,87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),11.3,12.8,12.1,12.4
Tamil Nadu,TN,88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),46.1,35.4,40.4,30.9
Tamil Nadu,TN,89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),43.1,31.6,37.0,28.2
Tamil Nadu,TN,90. Women who have high risk waist-to-hip ratio (≥0.85) (%),58.3,53.8,55.9,
Tamil Nadu,TN,91. Men who have high risk waist-to-hip ratio (≥0.90) (%),55.6,56.8,56.2,
Tamil Nadu,TN,92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),53.7,60.4,57.4,50.7
Tamil Nadu,TN,93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),51.5,55.4,53.6,55.4
Tamil Nadu,TN,94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),42.6,53.1,48.3,44.4
Tamil Nadu,TN,95. All women age 15-49 years who are anaemic22 (%),51.3,55.3,53.4,55.0
Tamil Nadu,TN,96. All women age 15-19 years who are anaemic22 (%),50.6,54.9,52.9,54.2
Tamil Nadu,TN,97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),15.0,15.5,15.2,20.4
Tamil Nadu,TN,98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),24.3,24.9,24.6,26.0
Tamil Nadu,TN,99. Blood sugar level - high (141-160 mg/dl)23 (%),8.2,6.9,7.5,
Tamil Nadu,TN,100. Blood sugar level - very high (>160 mg/dl)23 (%),13.2,9.4,11.1,
Tamil Nadu,TN,101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),23.8,18.0,20.7,
Tamil Nadu,TN,102. Blood sugar level - high (141-160 mg/dl)23 (%),8.7,7.6,8.1,
Tamil Nadu,TN,103. Blood sugar level - very high (>160 mg/dl)23 (%),12.7,11.2,11.9,
Tamil Nadu,TN,104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),23.7,20.6,22.1,
Tamil Nadu,TN,105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.8,13.8,14.3,
Tamil Nadu,TN,106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),6.5,5.9,6.2,
Tamil Nadu,TN,107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.4,23.4,24.8,
Tamil Nadu,TN,108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.1,19.0,19.5,
Tamil Nadu,TN,109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),7.6,7.1,7.4,
Tamil Nadu,TN,110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.5,29.0,30.2,
Tamil Nadu,TN,111. Ever undergone a screening test for cervical cancer (%),10.0,9.6,9.8,
Tamil Nadu,TN,112. Ever undergone a breast examination for breast cancer (%),5.9,5.3,5.6,
Tamil Nadu,TN,113. Ever undergone an oral cavity examination for oral cancer (%),1.3,1.1,1.2,
Tamil Nadu,TN,114. Ever undergone an oral cavity examination for oral cancer (%),0.3,1.0,0.7,
Tamil Nadu,TN,115. Women who have comprehensive knowledge24 of HIV/AIDS (%),24.6,22.8,23.6,16.0
Tamil Nadu,TN,116. Men who have comprehensive knowledge24 of HIV/AIDS (%),31.1,22.4,26.6,10.9
Tamil Nadu,TN,117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),80.7,75.6,77.9,64.7
Tamil Nadu,TN,118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),89.7,90.4,90.1,79.8
Tamil Nadu,TN,119. Currently married women who usually participate in three household decisions25 (%),91.8,93.7,92.8,84.0
Tamil Nadu,TN,120. Women who worked in the last 12 months and were paid in cash (%),35.4,45.5,40.8,30.5
Tamil Nadu,TN,121. Women owning a house and/or land (alone or jointly with others) (%),43.2,52.0,47.9,36.2
Tamil Nadu,TN,122. Women having a bank or savings account that they themselves use (%),92.7,91.7,92.2,77.0
Tamil Nadu,TN,123. Women having a mobile phone that they themselves use (%),81.2,68.9,74.6,62.0
Tamil Nadu,TN,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),98.6,98.0,98.3,91.4
Tamil Nadu,TN,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),32.9,42.2,38.1,40.7
Tamil Nadu,TN,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),3.3,3.4,3.3,6.2
Tamil Nadu,TN,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),0.0,0.0,0.0,0.9
Tamil Nadu,TN,128. Women age 15 years and above who use any kind of tobacco (%),2.3,7.3,4.9,
Tamil Nadu,TN,129. Men age 15 years and above who use any kind of tobacco (%),16.7,23.3,20.1,
Tamil Nadu,TN,130. Women age 15 years and above who consume alcohol (%),0.2,0.4,0.3,
Tamil Nadu,TN,131. Men age 15 years and above who consume alcohol (%),21.5,29.2,25.4,
Tripura,TR,1. Female population age 6 years and above who ever attended school (%),89.1,78.9,81.8,81.9
Tripura,TR,2. Population below age 15 years (%),19.6,25.4,23.7,24.5
Tripura,TR,"3. Sex ratio of the total population (females per 1,000 males)",956.0,1033.0,1011.0,998.0
Tripura,TR,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1024.0,1029.0,1028.0,969.0
Tripura,TR,5. Children under age 5 years whose birth was registered with the civil authority (%),95.6,93.2,93.8,91.6
Tripura,TR,6. Deaths in the last 3 years registered with the civil authority (%),86.0,77.1,79.5,
Tripura,TR,7. Population living in households with electricity (%),99.4,97.7,98.2,92.8
Tripura,TR,8. Population living in households with an improved drinking-water source1 (%),98.2,84.0,88.0,86.4
Tripura,TR,9. Population living in households that use an improved sanitation facility2 (%),78.5,71.6,73.6,63.7
Tripura,TR,10. Households using clean fuel for cooking3 (%),75.4,32.6,45.3,31.9
Tripura,TR,11. Households using iodized salt (%),99.6,99.4,99.5,99.1
Tripura,TR,12. Households with any usual member covered under a health insurance/financing scheme (%),24.9,36.5,33.0,58.1
Tripura,TR,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),29.8,22.1,24.2,
Tripura,TR,14. Women who are literate4 (%),89.9,76.9,80.6,
Tripura,TR,15. Men who are literate4 (%),93.5,86.0,88.2,
Tripura,TR,16. Women with 10 or more years of schooling (%),36.6,17.9,23.2,23.4
Tripura,TR,17. Men with 10 or more years of schooling (%),39.7,25.1,29.4,35.5
Tripura,TR,18. Women who have ever used the internet (%),36.6,17.7,22.9,
Tripura,TR,19. Men who have ever used the internet (%),47.0,45.2,45.7,
Tripura,TR,20. Women age 20-24 years married before age 18 years (%),33.7,42.4,40.1,33.1
Tripura,TR,21. Men age 25-29 years married before age 21 years (%),,23.9,20.4,16.2
Tripura,TR,22. Total fertility rate (children per woman),1.4,1.8,1.7,1.7
Tripura,TR,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),14.4,24.3,21.9,18.8
Tripura,TR,24. Adolescent fertility rate for women age 15-19 years5,58.0,102.0,91.0,82.0
Tripura,TR,25. Neonatal mortality rate (NNMR),13.9,25.5,22.9,13.2
Tripura,TR,26. Infant mortality rate (IMR),23.2,41.8,37.6,26.7
Tripura,TR,27. Under-five mortality rate (U5MR),24.4,49.0,43.3,32.7
Tripura,TR,28. Any method6 (%),76.9,68.9,71.2,64.1
Tripura,TR,29. Any modern method6 (%),53.4,47.4,49.1,42.8
Tripura,TR,30. Female sterilization (%),14.2,9.1,10.5,13.9
Tripura,TR,31. Male sterilization (%),0.0,0.0,0.0,0.0
Tripura,TR,32. IUD/PPIUD (%),0.0,0.6,0.4,0.6
Tripura,TR,33. Pill (%),33.0,32.6,32.8,26.3
Tripura,TR,34. Condom (%),5.0,2.6,3.3,1.9
Tripura,TR,35. Injectables (%),0.2,0.3,0.3,0.1
Tripura,TR,36. Total unmet need7 (%),4.7,9.6,8.2,10.7
Tripura,TR,37. Unmet need for spacing7 (%),1.1,3.1,2.5,4.1
Tripura,TR,38. Health worker ever talked to female non-users about family planning (%),9.7,10.3,10.2,8.2
Tripura,TR,39. Current users ever told about side effects of current method8 (%),40.4,42.5,41.9,39.5
Tripura,TR,40. Mothers who had an antenatal check-up in the first trimester (%),71.8,60.5,63.2,66.4
Tripura,TR,41. Mothers who had at least 4 antenatal care visits (%),64.2,49.1,52.7,64.3
Tripura,TR,42. Mothers whose last birth was protected against neonatal tetanus9 (%),97.7,94.0,94.9,93.0
Tripura,TR,43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),28.7,26.0,26.7,13.4
Tripura,TR,44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.2,9.1,8.9,1.6
Tripura,TR,45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.1,92.0,93.0,83.0
Tripura,TR,46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.6,68.3,71.9,62.1
Tripura,TR,47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),6223.0,6774.0,6640.0,4784.0
Tripura,TR,48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,2.7,3.6,0.0
Tripura,TR,49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.0,69.6,72.8,
Tripura,TR,50. Institutional births (%),94.8,87.5,89.2,79.9
Tripura,TR,51. Institutional births in public facility (%),78.2,78.9,78.7,69.1
Tripura,TR,52. Home births that were conducted by skilled health personnel10 (%),1.6,1.1,1.2,1.2
Tripura,TR,53. Births attended by skilled health personnel10 (%),96.8,87.0,89.2,80.9
Tripura,TR,54. Births delivered by caesarean section (%),47.5,18.6,25.1,20.5
Tripura,TR,55. Births in a private health facility that were delivered by caesarean section (%),95.7,54.7,69.3,73.7
Tripura,TR,56. Births in a public health facility that were delivered by caesarean section (%),40.4,17.6,22.7,18.1
Tripura,TR,57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),82.4,65.5,69.5,54.5
Tripura,TR,58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),88.2,73.5,77.1,77.3
Tripura,TR,59. Children age 12-23 months who have received BCG (%),97.9,93.7,94.7,82.4
Tripura,TR,60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),85.3,69.7,73.4,70.1
Tripura,TR,61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.1,84.6,85.9,71.1
Tripura,TR,62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.5,84.7,86.3,69.7
Tripura,TR,63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),28.0,19.9,21.9,
Tripura,TR,64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),66.0,57.6,59.6,
Tripura,TR,65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.1,80.7,82.5,54.4
Tripura,TR,66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.6,68.0,70.4,66.5
Tripura,TR,67. Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.8,97.4,97.3,97.4
Tripura,TR,68. Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.2,0.8,1.4,2.0
Tripura,TR,69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.9,6.9,6.2,4.9
Tripura,TR,70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,63.3,67.2,46.3
Tripura,TR,71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,15.2,16.7,19.1
Tripura,TR,72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,61.2,63.1,65.7
Tripura,TR,73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,1.5,1.3,2.6
Tripura,TR,74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),67.8,63.5,64.2,73.0
Tripura,TR,75. Children under age 3 years breastfed within one hour of birth15 (%),38.3,35.9,36.4,44.4
Tripura,TR,76. Children under age 6 months exclusively breastfed16 (%),,64.8,62.1,70.7
Tripura,TR,77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,45.6,53.1,13.6
Tripura,TR,"78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.5,13.3,13.3,5.3
Tripura,TR,"79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,16.3,
Tripura,TR,"80. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.7,13.1,13.5,5.9
Tripura,TR,81. Children under 5 years who are stunted (height-for-age)18 (%),27.1,33.9,32.3,24.3
Tripura,TR,82. Children under 5 years who are wasted (weight-for-height)18 (%),17.1,18.6,18.2,16.8
Tripura,TR,83. Children under 5 years who are severely wasted (weight-for-height)19 (%),5.2,8.0,7.3,6.3
Tripura,TR,84. Children under 5 years who are underweight (weight-for-age)18 (%),16.4,28.3,25.6,24.1
Tripura,TR,85. Children under 5 years who are overweight (weight-for-height)20 (%),9.3,7.8,8.2,3.0
Tripura,TR,86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),14.6,16.9,16.2,18.9
Tripura,TR,87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),13.2,12.1,12.4,15.7
Tripura,TR,88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),29.2,18.4,21.5,16.0
Tripura,TR,89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),28.3,21.4,23.4,15.9
Tripura,TR,90. Women who have high risk waist-to-hip ratio (≥0.85) (%),67.7,60.4,62.5,
Tripura,TR,91. Men who have high risk waist-to-hip ratio (≥0.90) (%),46.3,40.2,42.0,
Tripura,TR,92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),57.3,66.5,64.3,48.3
Tripura,TR,93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),66.2,67.8,67.4,54.5
Tripura,TR,94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),62.1,61.3,61.5,54.4
Tripura,TR,95. All women age 15-49 years who are anaemic22 (%),66.1,67.6,67.2,54.5
Tripura,TR,96. All women age 15-19 years who are anaemic22 (%),61.7,69.8,67.9,52.2
Tripura,TR,97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),41.7,34.9,36.9,24.7
Tripura,TR,98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),,24.7,27.2,22.0
Tripura,TR,99. Blood sugar level - high (141-160 mg/dl)23 (%),9.0,8.7,8.8,
Tripura,TR,100. Blood sugar level - very high (>160 mg/dl)23 (%),10.8,6.8,8.0,
Tripura,TR,101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),21.1,16.3,17.7,
Tripura,TR,102. Blood sugar level - high (141-160 mg/dl)23 (%),8.8,9.6,9.3,
Tripura,TR,103. Blood sugar level - very high (>160 mg/dl)23 (%),10.8,8.1,8.9,
Tripura,TR,104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),21.2,18.5,19.3,
Tripura,TR,105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,10.1,11.0,
Tripura,TR,106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),6.5,4.4,5.0,
Tripura,TR,107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.4,18.6,20.9,
Tripura,TR,108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,12.5,13.4,
Tripura,TR,109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),6.2,4.8,5.2,
Tripura,TR,110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.3,20.6,22.7,
Tripura,TR,111. Ever undergone a screening test for cervical cancer (%),1.2,0.4,0.7,
Tripura,TR,112. Ever undergone a breast examination for breast cancer (%),0.8,0.2,0.4,
Tripura,TR,113. Ever undergone an oral cavity examination for oral cancer (%),0.8,0.5,0.6,
Tripura,TR,114. Ever undergone an oral cavity examination for oral cancer (%),0.0,0.3,0.2,
Tripura,TR,115. Women who have comprehensive knowledge24 of HIV/AIDS (%),19.7,13.7,15.4,28.0
Tripura,TR,116. Men who have comprehensive knowledge24 of HIV/AIDS (%),40.6,25.6,30.0,36.8
Tripura,TR,117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),62.8,58.3,59.5,57.6
Tripura,TR,118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),89.4,83.6,85.3,81.5
Tripura,TR,119. Currently married women who usually participate in three household decisions25 (%),94.9,89.5,90.9,91.7
Tripura,TR,120. Women who worked in the last 12 months and were paid in cash (%),15.8,25.9,23.1,26.3
Tripura,TR,121. Women owning a house and/or land (alone or jointly with others) (%),16.8,17.3,17.2,57.3
Tripura,TR,122. Women having a bank or savings account that they themselves use (%),74.9,77.7,76.9,59.2
Tripura,TR,123. Women having a mobile phone that they themselves use (%),66.2,48.0,53.1,43.9
Tripura,TR,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),83.4,63.8,68.8,43.5
Tripura,TR,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),14.0,23.4,20.7,28.1
Tripura,TR,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),0.1,2.9,2.1,2.3
Tripura,TR,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),3.5,8.4,7.0,10.2
Tripura,TR,128. Women age 15 years and above who use any kind of tobacco (%),46.1,52.2,50.4,
Tripura,TR,129. Men age 15 years and above who use any kind of tobacco (%),51.6,59.3,56.9,
Tripura,TR,130. Women age 15 years and above who consume alcohol (%),0.8,8.4,6.2,
Tripura,TR,131. Men age 15 years and above who consume alcohol (%),26.9,35.9,33.1,
Uttar Pradesh,UP,1. Female population age 6 years and above who ever attended school (%),76.2,64.6,67.4,63.0
Uttar Pradesh,UP,2. Population below age 15 years (%),26.7,32.4,31.0,33.8
Uttar Pradesh,UP,"3. Sex ratio of the total population (females per 1,000 males)",961.0,1036.0,1017.0,995.0
Uttar Pradesh,UP,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",933.0,943.0,941.0,903.0
Uttar Pradesh,UP,5. Children under age 5 years whose birth was registered with the civil authority (%),84.4,78.2,79.5,60.2
Uttar Pradesh,UP,6. Deaths in the last 3 years registered with the civil authority (%),61.8,43.2,47.3,
Uttar Pradesh,UP,7. Population living in households with electricity (%),97.6,88.9,91.0,72.6
Uttar Pradesh,UP,8. Population living in households with an improved drinking-water source1 (%),99.4,99.1,99.2,98.4
Uttar Pradesh,UP,9. Population living in households that use an improved sanitation facility2 (%),80.9,64.8,68.8,36.4
Uttar Pradesh,UP,10. Households using clean fuel for cooking3 (%),88.3,36.2,49.5,32.7
Uttar Pradesh,UP,11. Households using iodized salt (%),97.0,90.6,92.3,93.7
Uttar Pradesh,UP,12. Households with any usual member covered under a health insurance/financing scheme (%),16.8,15.5,15.9,6.1
Uttar Pradesh,UP,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.9,8.6,9.3,
Uttar Pradesh,UP,14. Women who are literate4 (%),77.2,62.4,66.1,
Uttar Pradesh,UP,15. Men who are literate4 (%),84.1,81.2,82.0,
Uttar Pradesh,UP,16. Women with 10 or more years of schooling (%),51.9,35.0,39.3,32.9
Uttar Pradesh,UP,17. Men with 10 or more years of schooling (%),56.8,45.6,48.6,42.2
Uttar Pradesh,UP,18. Women who have ever used the internet (%),50.2,24.5,30.6,
Uttar Pradesh,UP,19. Men who have ever used the internet (%),72.4,54.2,59.1,
Uttar Pradesh,UP,20. Women age 20-24 years married before age 18 years (%),9.6,17.9,15.8,21.1
Uttar Pradesh,UP,21. Men age 25-29 years married before age 21 years (%),17.1,25.4,23.0,28.7
Uttar Pradesh,UP,22. Total fertility rate (children per woman),1.9,2.5,2.4,2.7
Uttar Pradesh,UP,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.5,3.3,2.9,3.8
Uttar Pradesh,UP,24. Adolescent fertility rate for women age 15-19 years5,14.0,24.0,22.0,28.0
Uttar Pradesh,UP,25. Neonatal mortality rate (NNMR),27.7,37.8,35.7,45.1
Uttar Pradesh,UP,26. Infant mortality rate (IMR),42.0,52.6,50.4,63.5
Uttar Pradesh,UP,27. Under-five mortality rate (U5MR),49.7,62.5,59.8,78.1
Uttar Pradesh,UP,28. Any method6 (%),67.6,60.8,62.4,45.5
Uttar Pradesh,UP,29. Any modern method6 (%),48.6,43.2,44.5,31.7
Uttar Pradesh,UP,30. Female sterilization (%),13.5,18.0,16.9,17.3
Uttar Pradesh,UP,31. Male sterilization (%),0.1,0.1,0.1,0.1
Uttar Pradesh,UP,32. IUD/PPIUD (%),2.0,1.3,1.5,1.2
Uttar Pradesh,UP,33. Pill (%),4.0,4.5,4.4,1.9
Uttar Pradesh,UP,34. Condom (%),27.1,16.6,19.1,10.8
